[46/15000][epoch 5] Loss_D: -18.849260; Loss_G: 1.086449; Batch time: 1.091841s; Full time: 0.016810h
[47/15000][epoch 5] Loss_D: -20.009495; Loss_G: 10.151570; Batch time: 1.099506s; Full time: 0.017116h
[48/15000][epoch 5] Loss_D: -19.470890; Loss_G: 2.951288; Batch time: 1.107824s; Full time: 0.017424h
[49/15000][epoch 5] Loss_D: -20.248707; Loss_G: 0.325766; Batch time: 1.110437s; Full time: 0.017732h
[50/15000][epoch 6] Loss_D: -20.349190; Loss_G: 4.170062; Batch time: 1.126107s; Full time: 0.018118h
[51/15000][epoch 6] Loss_D: -20.779297; Loss_G: 0.688291; Batch time: 1.105639s; Full time: 0.018425h
[52/15000][epoch 6] Loss_D: -21.886356; Loss_G: 1.897144; Batch time: 1.101290s; Full time: 0.018731h
[53/15000][epoch 6] Loss_D: -19.453119; Loss_G: 0.656667; Batch time: 1.114585s; Full time: 0.019040h
[54/15000][epoch 6] Loss_D: -19.651955; Loss_G: 3.549589; Batch time: 1.123666s; Full time: 0.019353h
[55/15000][epoch 6] Loss_D: -21.261892; Loss_G: -5.689932; Batch time: 1.116660s; Full time: 0.019663h
[56/15000][epoch 6] Loss_D: -19.718019; Loss_G: -2.202686; Batch time: 1.113184s; Full time: 0.019972h
[57/15000][epoch 6] Loss_D: -20.934500; Loss_G: 3.229697; Batch time: 1.117309s; Full time: 0.020282h
[58/15000][epoch 7] Loss_D: -20.636982; Loss_G: -2.960894; Batch time: 1.160799s; Full time: 0.020605h
[59/15000][epoch 7] Loss_D: -20.427275; Loss_G: -1.352052; Batch time: 1.118443s; Full time: 0.020916h
[60/15000][epoch 7] Loss_D: -19.788359; Loss_G: -2.012859; Batch time: 1.128313s; Full time: 0.021303h
[61/15000][epoch 7] Loss_D: -20.165743; Loss_G: -2.767605; Batch time: 1.112907s; Full time: 0.021612h
[62/15000][epoch 7] Loss_D: -21.172424; Loss_G: 6.749211; Batch time: 1.119340s; Full time: 0.021923h
[63/15000][epoch 7] Loss_D: -20.823132; Loss_G: -1.891002; Batch time: 1.124130s; Full time: 0.022235h
[64/15000][epoch 7] Loss_D: -20.288305; Loss_G: 8.960066; Batch time: 1.110625s; Full time: 0.022544h
[65/15000][epoch 7] Loss_D: -20.213985; Loss_G: -6.915185; Batch time: 1.110368s; Full time: 0.022852h
[66/15000][epoch 7] Loss_D: -19.516087; Loss_G: -4.809888; Batch time: 1.115631s; Full time: 0.023162h
[67/15000][epoch 8] Loss_D: -20.450037; Loss_G: 0.588003; Batch time: 1.146692s; Full time: 0.023481h
[68/15000][epoch 8] Loss_D: -21.306416; Loss_G: 4.366816; Batch time: 1.125886s; Full time: 0.023793h
[69/15000][epoch 8] Loss_D: -19.880449; Loss_G: 2.190241; Batch time: 1.126134s; Full time: 0.024106h
[70/15000][epoch 8] Loss_D: -19.207567; Loss_G: 1.501082; Batch time: 1.109922s; Full time: 0.024488h
[71/15000][epoch 8] Loss_D: -21.164869; Loss_G: -2.260659; Batch time: 1.114473s; Full time: 0.024797h
[72/15000][epoch 8] Loss_D: -21.501337; Loss_G: 5.745325; Batch time: 1.119892s; Full time: 0.025109h
[73/15000][epoch 8] Loss_D: -19.127911; Loss_G: -2.615838; Batch time: 1.125021s; Full time: 0.025421h
[74/15000][epoch 8] Loss_D: -19.414013; Loss_G: -1.594074; Batch time: 1.118286s; Full time: 0.025732h
[75/15000][epoch 9] Loss_D: -21.288460; Loss_G: -2.926033; Batch time: 1.159291s; Full time: 0.026054h
[76/15000][epoch 9] Loss_D: -20.785801; Loss_G: 3.770087; Batch time: 1.128785s; Full time: 0.026367h
[77/15000][epoch 9] Loss_D: -20.053419; Loss_G: 2.825415; Batch time: 1.117428s; Full time: 0.026678h
[78/15000][epoch 9] Loss_D: -20.763338; Loss_G: 4.149817; Batch time: 1.124879s; Full time: 0.026990h
[79/15000][epoch 9] Loss_D: -21.300949; Loss_G: -3.280905; Batch time: 1.125736s; Full time: 0.027303h
[80/15000][epoch 9] Loss_D: -20.171711; Loss_G: 3.162041; Batch time: 1.117976s; Full time: 0.027687h
[81/15000][epoch 9] Loss_D: -19.371151; Loss_G: -5.345809; Batch time: 1.134717s; Full time: 0.028002h
[82/15000][epoch 9] Loss_D: -19.758148; Loss_G: 3.815674; Batch time: 1.137069s; Full time: 0.028318h
[83/15000][epoch 9] Loss_D: -21.635607; Loss_G: -1.972922; Batch time: 1.065171s; Full time: 0.028614h
[84/15000][epoch 10] Loss_D: -20.458508; Loss_G: -7.666023; Batch time: 1.195424s; Full time: 0.028946h
